id,limit_bal,sex,education,marriage,age,default_payment_next_month,total_bill,total_pay,repayment_status
17337,300000,2,2,1,36,0,82170,16500,0
17338,430000,2,3,2,30,0,681954,23937,0
17339,30000,2,1,1,30,0,12091,5951,-1
17340,30000,2,3,2,31,0,168202,7124,0
17342,130000,2,3,1,32,0,692570,29026,0
17343,120000,2,1,2,33,0,31548,29102,-2
17344,170000,2,2,2,31,0,42533,2222,-2
17345,210000,2,1,1,34,0,65605,70277,-1
17346,130000,2,2,1,34,0,81561,4104,-2
17347,420000,2,2,1,35,0,357746,17127,0
17348,180000,2,2,1,39,0,680380,29912,0
17349,240000,2,2,2,40,0,451862,18340,0
17350,100000,2,2,1,44,1,475788,15857,2
17351,130000,2,3,2,45,0,227041,8903,0
17352,20000,2,2,1,43,1,78526,7200,2
17353,50000,2,2,2,46,0,278429,13700,0
17354,70000,2,2,1,38,0,124532,7096,0
17355,30000,2,3,1,41,0,6631,4943,-1
17356,50000,2,3,1,48,1,262225,12529,0
17357,500000,2,3,1,41,0,461423,65595,0
17358,200000,2,1,2,41,0,35354,35265,-1
17359,120000,2,2,1,42,1,174104,8100,3
17360,200000,2,2,1,49,0,296944,83247,0
17361,150000,2,2,2,36,1,457070,12903,0
17362,100000,2,2,1,42,0,6276,0,-2
17363,50000,2,2,2,38,0,53295,7600,2
17364,50000,2,2,1,36,1,295891,10500,2
17365,50000,2,1,1,43,1,239788,10087,2
17367,30000,2,2,1,35,0,11451,3435,0
17368,150000,2,3,1,39,0,131934,137850,-1
17369,140000,2,2,2,27,0,516501,24000,2
17370,50000,2,2,2,48,0,260725,10513,0
17371,160000,2,3,2,39,0,868266,32327,0
17372,50000,2,2,1,26,0,66735,25887,0
17373,50000,2,1,1,28,0,146802,38754,0
17374,110000,2,1,2,33,0,0,766,-2
17375,50000,2,3,1,46,1,209192,7219,0
17377,70000,2,2,1,42,0,152360,7986,0
17378,210000,2,1,1,38,0,2514,2978,-1
17379,180000,2,2,1,36,0,103797,45113,-1
17380,30000,2,3,1,28,0,89993,6900,0
17382,220000,2,2,1,41,0,621278,22511,0
17383,280000,2,1,1,44,0,1227142,38443,0
17384,340000,2,2,1,40,0,1260009,44915,0
17385,180000,2,1,2,33,1,2796,2796,-1
17387,20000,2,2,2,48,1,103441,4092,2
17388,140000,2,2,1,40,0,575952,25000,0
17389,130000,2,2,2,44,1,467762,22400,2
17390,120000,2,1,1,38,0,228156,34716,0
17391,360000,2,1,1,42,0,0,0,-2
17392,240000,2,2,1,43,0,280003,11586,0
17393,310000,2,2,1,40,0,48990,53122,-2
17394,100000,2,3,1,46,1,273885,9900,2
17395,200000,2,1,1,37,0,1324,0,-2
17396,80000,2,2,1,29,0,449885,16600,2
17397,210000,2,1,2,32,0,28542,12665,-2
17398,180000,2,1,2,31,0,0,0,-2
17399,70000,2,2,1,33,0,313342,188017,0
17400,60000,2,2,2,36,0,274535,14815,0
17401,200000,2,1,1,49,0,5700,5700,-1
17402,50000,2,2,2,48,0,41227,19999,0
17403,50000,2,3,1,46,1,32735,12828,0
17404,70000,2,2,1,41,0,379993,14746,0
17405,130000,2,2,1,48,0,73636,30229,-1
17406,140000,2,2,1,47,0,0,0,-2
17407,350000,2,3,1,36,0,233766,9900,0
17408,150000,2,1,2,30,0,10338,8189,-2
17409,50000,2,2,1,39,0,181998,6910,0
17410,50000,2,3,1,47,0,53421,1000,-2
17411,30000,2,2,2,36,0,85844,7800,0
17412,20000,2,3,1,38,0,92751,8754,0
17413,50000,2,2,2,33,0,106533,13396,0
17414,30000,2,2,2,47,1,100924,6300,2
17415,230000,2,0,2,47,0,25991,21444,-1
17416,70000,2,3,1,43,1,361205,74902,0
17417,30000,2,2,2,49,0,110643,9000,2
17418,150000,2,3,1,33,0,889590,38341,0
17419,40000,2,2,1,38,0,139681,15364,0
17420,250000,2,2,1,31,0,563750,17560,0
17421,200000,2,2,1,46,0,197558,11060,2
17422,190000,2,2,1,31,0,7907,10900,-1
17423,390000,2,1,1,33,0,172395,67893,0
17424,20000,2,3,1,36,1,89179,6841,0
17425,200000,2,2,1,47,0,954377,36950,0
17426,60000,2,2,1,38,0,292541,12566,0
17427,30000,2,2,2,39,0,170792,8000,0
17428,230000,2,2,2,38,0,259834,62937,0
17429,130000,2,2,1,33,0,513405,21957,0
17430,140000,2,2,1,44,1,539874,36250,0
17431,360000,2,1,1,45,0,0,0,-2
17432,20000,2,1,2,31,1,46637,5174,0
17433,100000,2,2,2,35,0,9595,7607,0
17434,210000,2,2,2,45,0,0,0,-2
17435,50000,2,3,1,32,0,8116,6765,-1
17437,50000,2,1,2,39,0,229036,8036,0
17438,200000,2,2,2,30,0,18541,20234,-2
17439,50000,2,1,1,30,0,194660,11949,0
17440,150000,2,1,1,31,0,699006,32217,0
17441,30000,2,2,1,32,1,85945,20817,-2
17442,30000,2,2,2,34,1,170616,6481,0
17443,110000,2,2,1,39,0,665472,23800,0
17444,30000,2,2,1,38,0,137751,9251,2
17445,130000,2,2,1,39,0,0,0,-2
17447,30000,2,2,1,43,1,152838,5810,2
17448,220000,2,2,2,47,0,757615,31240,0
17449,120000,2,1,1,33,1,86708,12026,0
17450,100000,2,2,2,43,0,340722,22800,0
17451,100000,2,2,1,38,1,412411,19140,0
17452,70000,2,2,2,44,1,333286,103555,0
17453,20000,2,2,1,46,1,86032,7121,0
17454,320000,2,1,1,36,0,89371,34906,0
17455,210000,2,2,1,45,0,1068279,37182,0
17456,90000,2,3,1,37,0,497230,42200,0
17457,120000,2,3,1,36,0,588586,24956,2
17458,360000,2,2,1,35,0,303403,10008,-2
17459,140000,2,3,1,30,0,495543,26621,0
17460,300000,2,1,1,32,0,46050,24213,0
17461,90000,2,2,1,43,1,3510,2340,-1
17462,170000,2,3,2,44,1,11455,11455,-2
17463,190000,2,2,1,46,0,657437,45446,0
17464,140000,2,2,1,40,1,11162,10369,0
17465,200000,2,1,1,37,0,254756,11123,2
17466,500000,2,2,1,43,0,400924,126493,0
17467,300000,2,1,1,38,0,19954,18142,0
17468,180000,2,2,2,29,0,846029,32679,0
17469,360000,2,3,1,44,0,18864,16552,-1
17470,90000,2,2,1,32,0,267365,10500,0
17471,150000,2,2,1,44,0,0,0,-2
17472,500000,2,1,1,30,0,700140,34922,0
17473,80000,2,2,2,29,0,162529,10632,0
17474,10000,2,3,2,46,1,20607,8070,0
17475,180000,2,1,1,46,0,95082,112478,-1
17476,150000,2,5,2,36,0,560304,92496,0
17477,80000,2,1,1,44,0,36799,23553,-1
17478,60000,2,2,1,30,1,98628,7300,2
17479,240000,2,1,1,35,0,1900,2280,-1
17480,50000,2,3,1,35,0,132093,44276,0
17481,230000,2,1,2,33,0,147377,35931,0
17482,40000,2,2,2,33,0,219944,11495,0
17483,250000,2,2,1,33,1,5000,0,-2
17484,50000,2,2,1,32,0,254397,8600,0
17486,50000,2,3,2,41,1,149716,6600,2
17487,60000,2,2,1,38,0,255552,9120,0
17488,160000,2,3,2,35,0,494881,17477,0
17489,50000,2,2,1,43,1,37100,2500,-2
17490,400000,2,1,1,48,0,14165,19002,0
17491,50000,2,2,3,39,0,289261,32000,0
17492,100000,2,3,2,31,0,21373,5919,-1
17493,100000,2,2,2,34,0,142069,7341,0
17494,360000,2,1,2,35,0,50694,32488,0
17495,30000,2,3,2,41,0,63840,4858,0
17496,50000,2,2,1,32,0,93748,4347,0
17497,80000,2,2,1,28,1,162334,5522,0
17498,150000,2,2,2,28,0,2282,1956,0
17499,10000,2,3,1,33,0,57936,5601,0
17500,200000,2,2,1,35,0,60724,23025,0
17501,30000,2,2,2,42,0,4514,2842,-1
17502,220000,2,1,1,37,0,959868,40300,0
17503,180000,2,1,2,28,0,1019328,42789,0
17504,220000,2,1,2,30,0,740824,23447,0
17505,220000,2,1,2,29,0,25564,29743,-1
17506,390000,2,2,2,33,0,579773,118315,0
17507,350000,2,2,1,36,0,23285,14030,0
17509,240000,2,1,1,37,1,1229125,48946,0
17510,410000,2,2,1,43,0,51456,6505,0
17511,90000,2,2,2,36,1,0,3500,-2
17512,30000,2,1,2,31,0,174479,11700,0
17513,40000,2,2,1,33,1,152494,7800,2
17514,60000,2,2,2,46,0,185022,17200,0
17515,390000,2,2,1,41,0,1268064,43289,0
17516,130000,2,2,1,35,0,425706,51000,0
17517,90000,2,2,2,32,1,175543,7950,0
17518,300000,2,2,1,36,0,644379,24500,0
17519,220000,2,1,1,33,0,1168590,63140,0
17520,20000,2,1,2,33,0,92342,7400,2
17521,140000,2,3,1,35,0,601344,40113,0
17522,150000,2,6,1,47,0,551411,23081,0
17523,120000,2,3,1,44,0,113476,12000,0
17524,200000,2,2,1,37,0,60888,6890,0
17525,20000,2,2,1,40,1,34876,5687,0
17526,110000,2,2,1,41,1,161140,9700,2
17528,210000,2,3,1,45,0,373829,24500,0
17530,80000,2,3,0,41,0,278469,13782,0
17531,200000,2,3,1,42,0,7561,8180,-2
17532,180000,2,2,1,35,0,2687,3191,-2
17533,260000,2,2,2,35,0,776710,22917,0
17534,50000,2,2,1,43,1,121567,8000,0
17535,150000,2,3,1,40,0,34236,33816,-1
17536,190000,2,3,1,45,0,485124,18404,0
17537,160000,2,2,2,42,0,76868,63870,-1
17538,180000,2,2,1,37,0,347188,11214,0
17539,130000,2,2,2,32,0,53996,4926,0
17540,30000,2,2,1,47,0,177764,7853,2
17541,100000,2,2,1,36,1,202028,10500,0
17542,20000,2,2,2,37,1,102896,4674,2
17543,100000,2,2,1,43,0,9233,10198,-1
17544,20000,2,2,1,40,0,41452,23925,-1
17545,20000,2,2,1,35,1,51828,5304,2
17546,20000,2,3,2,48,0,111130,7579,0
17547,50000,2,3,1,42,1,207872,10984,2
17548,110000,2,2,1,38,1,259627,10600,2
17549,60000,2,2,1,48,1,239704,8100,0
17550,50000,2,2,2,35,0,127758,2180,-2
17552,360000,2,2,1,48,0,0,0,-2
17553,110000,2,2,1,35,0,297745,11200,0
17554,230000,2,2,1,46,0,39012,23548,0
17555,180000,2,2,2,39,0,5000,2125,-2
17556,180000,2,2,2,31,0,4490,4490,-2
17557,50000,2,2,2,42,0,243637,6642,0
17558,570000,2,1,1,39,0,27483,29379,-2
17559,30000,2,2,1,45,0,96640,7900,2
17560,140000,2,2,1,46,0,3104,3518,-1
17561,50000,2,2,1,44,1,32703,4000,0
17562,50000,2,1,1,35,1,283802,15700,0
17563,120000,2,1,2,35,1,13492,13792,-1
17564,120000,2,1,2,35,1,12685,10660,-1
17565,50000,2,2,2,45,0,11105,11133,-2
17566,180000,2,2,1,40,0,30219,32770,-2
17567,80000,2,3,1,42,0,71650,0,-2
17568,300000,2,1,1,43,0,-4609,7700,-2
17569,80000,2,1,1,37,0,1330,0,-2
17570,70000,2,2,2,34,1,341875,12730,0
17571,320000,2,2,1,40,0,935754,132209,0
17572,500000,2,1,2,35,0,86431,5171,0
17573,250000,2,1,2,35,0,254839,132150,0
17574,230000,2,2,1,46,0,16090,5613,-1
17575,80000,2,3,1,45,0,226657,8789,0
17576,170000,2,2,1,40,1,23643,19950,-1
17577,110000,2,3,0,31,0,480594,25908,0
17578,240000,2,1,2,31,0,44726,1200,-1
17579,150000,2,3,1,46,0,388992,15020,0
17580,90000,2,3,1,37,0,433923,27908,0
17581,100000,2,2,1,36,1,589327,35203,0
17582,30000,2,2,1,42,1,165909,12807,0
17583,80000,2,2,1,40,1,163084,3800,-2
17584,260000,2,2,1,49,1,49993,28791,0
17585,200000,2,3,1,43,0,8742,8742,-1
17586,20000,2,3,1,39,1,94652,5000,2
17587,160000,2,1,2,31,1,7575,6190,-1
17588,70000,2,2,2,38,0,136047,7300,2
17589,20000,2,2,1,43,0,64931,9468,0
17590,200000,2,1,1,45,0,1639,1458,-2
17592,20000,2,3,1,43,0,119631,5100,0
17593,110000,2,1,1,35,0,631480,25300,0
17594,130000,2,3,1,44,0,635240,12520,0
17595,50000,2,2,1,33,0,273024,14400,2
17596,290000,2,1,1,35,1,15581,8262,0
17597,480000,2,2,1,38,0,157921,72047,0
17598,310000,2,1,2,29,0,5474,4541,-2
17599,30000,2,2,1,30,1,159584,9801,0
17600,500000,2,4,1,39,0,-68,2450,-1
17601,80000,2,2,2,31,0,333549,16000,2
17602,100000,2,2,1,32,0,416438,16550,0
17603,70000,2,3,1,37,0,390931,13120,0
17604,210000,2,2,1,43,0,517377,18449,0
17605,180000,2,3,1,43,0,1950,1560,-2
17606,50000,2,2,1,43,0,299508,13984,0
17607,60000,2,1,2,34,0,204449,41749,0
17608,50000,2,2,1,40,0,56720,59816,-1
17609,70000,2,3,1,38,0,180316,5929,0
17610,50000,2,2,2,36,0,378392,14484,0
17611,350000,2,1,1,42,0,2460,2460,-1
17612,170000,2,2,1,45,0,903228,36500,0
17613,180000,2,2,1,32,0,718069,22328,2
17614,220000,2,1,2,30,0,819098,166792,0
17615,80000,2,3,1,30,1,257149,11100,2
17616,360000,2,2,1,33,0,353298,181064,0
17617,500000,2,1,2,31,0,5737,7071,-1
17619,80000,2,1,1,32,1,24146,4844,0
17621,280000,2,1,2,31,0,20886,21209,-1
17622,20000,2,1,2,31,0,2080,2912,-1
17623,30000,2,2,2,31,1,171822,7711,0
17624,200000,2,1,1,31,0,6235,5032,-1
17625,180000,2,1,2,32,1,85292,8304,0
17626,140000,2,1,2,33,0,778009,33667,0
17627,130000,2,2,2,29,0,551173,26900,0
17628,20000,2,2,1,30,0,7576,2105,0
17629,120000,2,1,2,29,1,2528,2046,-1
17630,50000,2,2,2,30,0,118259,11000,0
17631,310000,2,2,1,30,0,186650,61092,0
17632,420000,2,1,2,30,0,115341,11788,0
17633,60000,2,2,2,30,0,56793,19117,0
17634,140000,2,1,1,30,0,0,0,-2
17636,220000,2,2,1,31,0,470582,27100,0
17637,360000,2,2,1,33,0,23371,1058,-2
17638,290000,2,1,2,29,0,41301,9567,0
17639,260000,2,1,2,30,0,578331,28000,0
17640,170000,2,1,2,29,0,167781,14977,0
17641,200000,2,1,2,34,1,0,0,-2
17642,140000,2,2,1,35,0,692144,25841,0
17643,170000,2,2,2,39,0,729754,24273,0
17644,220000,2,1,1,45,0,863141,36210,0
17645,230000,2,1,1,44,1,39212,16150,0
17646,360000,2,3,2,38,0,4760,5886,-1
17648,360000,2,1,1,37,1,0,0,-2
17649,90000,2,3,2,42,0,422859,18968,0
17651,80000,2,2,1,41,1,2340,3340,-1
17652,400000,2,1,1,41,0,166876,25488,0
17654,10000,2,2,1,46,1,53409,5041,2
17655,240000,2,1,1,41,0,64447,34339,0
17656,130000,2,1,1,40,0,5648,5660,-1
17657,20000,2,3,1,44,0,107999,16136,0
17658,80000,2,2,1,40,0,162471,7510,0
17659,250000,2,2,1,39,0,334351,51084,-1
17660,30000,2,2,1,44,0,174448,5700,2
17661,280000,2,2,1,42,0,1336504,319710,0
17662,290000,2,2,1,49,0,35520,12000,0
17664,80000,2,2,1,40,0,246833,10130,0
17665,120000,2,2,1,47,0,562329,25551,0
17666,80000,2,2,1,48,0,207105,8505,0
17667,210000,2,2,2,41,0,696699,24018,0
17668,100000,2,2,2,30,1,598484,21816,0
17669,210000,2,1,1,41,0,3574,3658,-1
17670,500000,2,2,1,44,0,1059550,36360,0
17671,230000,2,1,1,39,0,389732,14070,0
17672,110000,2,2,1,40,0,131472,6845,0
17673,210000,2,1,1,46,0,644229,23429,0
17674,320000,2,2,2,35,0,301534,22800,0
17675,140000,2,2,2,37,0,293073,119405,-1
17676,40000,2,1,1,48,0,233370,11700,0
17677,280000,2,1,1,35,0,441605,116963,0
17679,250000,2,2,1,37,0,295972,142311,0
17680,70000,2,1,2,34,0,208034,14792,0
17681,70000,2,1,1,35,0,296022,41132,0
17682,300000,2,1,1,47,1,3350,3583,-1
17683,50000,2,3,1,40,0,274131,39467,0
17684,70000,2,1,2,36,0,395177,22299,0
17685,50000,2,3,1,35,0,253693,12507,0
17686,250000,2,2,1,35,1,275368,9846,0
17687,120000,2,2,1,34,0,701463,26357,0
17688,70000,2,1,1,35,1,329376,16800,2
17690,280000,2,1,1,41,0,490882,19707,0
17691,360000,2,1,1,42,0,1127200,85224,0
17692,150000,2,1,1,43,0,1125,732,-1
17693,300000,2,3,2,44,1,0,0,-2
17694,20000,2,2,1,42,0,57501,3988,0
17695,380000,2,2,1,38,0,19204,1000,-2
17696,340000,2,2,1,44,0,788625,224204,0
17697,210000,2,2,2,41,0,1047879,44500,0
17698,60000,2,2,1,41,1,289789,11901,0
17699,130000,2,1,1,46,0,80212,12702,-1
17700,340000,2,1,1,43,0,115232,16723,0
17701,170000,2,2,1,49,0,92629,33146,0
17702,360000,2,2,1,43,0,21721,13360,-1
17703,60000,2,2,1,35,0,35327,5500,2
17705,280000,2,2,1,41,0,117095,36000,0
17706,240000,2,1,1,34,0,8255,4607,-1
17707,120000,2,1,2,34,0,40580,14161,0
17708,90000,2,1,2,33,0,513341,21186,0
17709,100000,2,1,1,34,0,603685,22439,0
17710,410000,2,1,1,34,0,0,3996,-2
17711,190000,2,1,1,43,0,877988,35397,0
17712,220000,2,1,1,36,0,1041988,48000,0
17713,90000,2,2,2,44,1,109461,8200,2
17714,120000,2,1,2,30,0,964123,34057,0
17715,10000,2,3,2,50,1,5050,1450,2
17717,120000,2,2,1,51,0,282589,160718,0
17718,120000,2,2,1,50,0,184763,63076,0
17719,220000,2,1,1,51,1,15996,14162,-2
17720,240000,2,2,1,50,0,2715,1501,0
17721,150000,2,1,2,36,0,1224,1224,-2
17722,500000,2,1,1,50,0,71277,64741,-1
17723,150000,2,1,1,50,0,6350,0,-2
17724,60000,2,2,1,49,0,270693,10943,0
17726,320000,2,2,1,53,0,523257,31900,0
17727,470000,2,1,1,61,0,29850,31199,-2
17728,440000,2,1,2,51,0,57415,20911,0
17729,50000,2,2,1,51,0,290806,11710,2
17730,220000,2,2,1,51,0,52721,7050,-2
17731,360000,2,1,1,54,0,12101,9521,-1
17732,90000,2,3,1,58,0,5563,5156,-2
17733,50000,2,3,2,60,1,204204,9515,0
17734,50000,2,2,1,56,0,203984,9259,0
17735,290000,2,3,1,58,0,448501,23000,0
17737,110000,2,3,1,52,0,91034,17200,2
17738,40000,2,2,1,53,1,41888,4643,0
17739,50000,2,3,1,59,1,-3078,2700,-2
17740,110000,2,1,1,55,0,2528,1580,-1
17741,360000,2,3,1,70,0,3397,803,-2
17742,200000,2,3,2,63,1,2528,1264,-1
17743,140000,2,2,2,53,0,66810,13184,0
17744,80000,2,2,2,61,1,0,0,-2
17745,260000,2,2,1,56,0,3454,2058,0
17746,340000,2,1,1,56,1,37447,26371,0
17747,30000,2,2,1,58,1,76070,4693,2
17748,30000,2,3,1,54,0,157282,9500,3
17749,440000,2,3,1,50,0,756600,110795,0
17750,10000,2,3,1,52,0,23393,3300,2
17751,230000,2,2,1,55,0,53362,27090,0
17752,50000,2,3,1,61,0,2020,202,-2
17753,150000,2,2,3,54,0,851933,29224,0
17754,330000,2,3,1,55,0,132115,29500,0
17756,130000,2,3,2,53,0,569404,21718,0
17759,20000,2,3,1,61,1,0,0,-2
17760,180000,2,3,2,52,0,940797,33909,0
17761,80000,2,3,1,62,0,201029,10700,0
17762,50000,2,2,1,55,1,187769,14677,0
17763,150000,2,1,2,64,0,680726,32406,0
17764,30000,2,3,1,56,0,151646,4900,2
17765,50000,2,3,1,52,0,26218,5794,-1
17766,20000,2,2,3,56,0,55556,6500,-1
17767,130000,2,3,2,55,0,678380,60072,0
17769,300000,2,3,1,62,0,0,0,-2
17770,330000,2,1,1,53,0,1275656,45678,0
17771,50000,2,2,2,53,0,251749,8681,0
17772,70000,2,3,2,60,0,73515,5155,0
17773,70000,2,3,3,58,0,415753,15407,0
17774,100000,2,3,1,58,0,544748,19353,0
17775,110000,2,2,1,54,1,563860,17190,2
17776,100000,2,2,1,58,1,512706,16639,0
17777,160000,2,3,1,53,0,6335,3613,-2
17778,70000,2,3,2,55,0,39566,4503,0
17780,80000,2,2,1,61,0,358606,16514,0
17781,100000,2,3,1,60,0,18500,14068,-1
17782,230000,2,1,1,66,1,0,142,-2
17783,60000,2,3,3,64,0,63529,24566,0
17784,160000,2,2,1,58,0,8658,8658,-1
17785,30000,2,2,1,55,1,43704,3172,-2
17787,60000,1,2,1,46,0,274517,10075,0
17788,50000,1,2,1,64,0,170376,4736,0
17789,140000,1,3,1,58,0,569750,27840,0
17790,20000,1,2,2,27,0,2340,1170,-1
17791,10000,1,2,2,38,0,24184,9630,0
17792,80000,1,2,2,29,0,249379,85662,0
17793,50000,1,3,2,24,0,139595,8635,0
17794,160000,2,2,1,51,1,434765,26000,0
17795,500000,2,1,2,51,0,0,0,-2
17797,210000,2,1,1,54,0,29576,28188,-1
17798,50000,1,3,2,23,1,15351,4000,-2
17799,30000,1,1,2,24,1,154592,8800,0
17800,50000,1,1,2,23,0,73961,9000,0
17801,80000,1,1,2,24,0,376275,13766,0
17802,30000,1,2,1,23,1,173959,7000,2
17803,80000,1,5,2,24,0,190895,9102,0
17804,150000,1,1,2,28,0,33914,31473,-2
17805,170000,1,2,2,27,0,829276,27423,0
17807,30000,1,2,2,35,1,138572,9961,2
17808,100000,1,2,2,23,0,1746,1746,-1
17810,140000,1,2,2,24,1,38507,44228,-1
17811,50000,1,2,2,24,0,147471,6600,2
17812,20000,1,2,2,22,0,60351,7142,0
17813,10000,1,2,2,22,1,49538,4371,2
17814,50000,1,2,2,24,0,201964,7418,0
17815,10000,1,3,2,22,0,34186,9891,0
17816,30000,1,2,2,23,0,151008,6700,0
17817,50000,1,2,2,23,0,230762,9928,0
17818,100000,1,2,2,24,1,396262,25500,0
17819,20000,1,3,2,24,0,79540,4999,-1
17820,20000,1,2,2,25,0,37584,3000,-2
17821,100000,1,2,2,25,0,99044,2950,-1
17822,50000,1,2,2,25,1,105797,8500,0
17823,100000,1,1,2,24,0,214182,8725,0
17824,30000,1,3,2,25,1,156953,9239,2
17825,50000,1,2,1,25,1,182384,7578,0
17826,50000,1,2,2,25,1,-17109,0,-2
17827,50000,1,1,2,25,0,423800,21000,0
17828,50000,1,5,2,23,0,199886,85661,0
17829,50000,1,1,2,25,0,226352,5608,0
17830,50000,1,2,2,25,0,245613,19997,0
17832,50000,1,1,2,24,1,41989,5700,0
17833,30000,1,2,2,24,0,178217,4400,0
17834,150000,1,2,1,25,0,1291,881,-2
17835,180000,1,2,2,25,0,94083,8112,0
17836,80000,1,3,2,26,1,331438,11769,0
17838,30000,1,3,2,25,0,114955,8678,0
17839,110000,1,2,2,25,1,200485,25400,2
17840,280000,1,2,2,26,0,83573,50303,-2
17841,10000,1,2,2,23,1,42064,33000,0
17842,10000,1,2,2,23,0,4896,3423,-1
17843,20000,1,2,2,24,0,104738,5800,2
17844,170000,1,2,2,26,0,421799,170559,-1
17845,20000,1,3,2,26,1,117451,6025,0
17846,130000,1,2,2,22,0,580055,122130,0
17848,250000,1,2,2,26,0,678402,23006,0
17849,80000,1,2,2,27,0,285756,21019,2
17850,180000,1,1,2,27,0,31140,24304,0
17851,120000,1,2,2,28,0,322791,12330,0
17852,20000,1,2,2,26,0,84273,3000,0
17853,150000,1,1,2,26,0,114467,12000,0
17854,190000,1,2,2,26,0,34805,11014,0
17855,210000,1,1,2,27,0,279358,31000,0
17856,180000,1,2,2,27,0,781584,53446,0
17857,50000,1,2,2,28,0,263796,10600,2
17858,140000,1,1,2,25,0,557160,21423,0
17859,80000,1,2,2,26,0,19527,16597,-2
17860,80000,1,2,2,27,1,346545,16581,0
17861,80000,1,2,2,25,0,255213,7738,-2
17862,20000,1,2,2,28,0,72202,8600,0
17864,30000,1,2,2,26,1,88962,3632,2
17865,240000,1,1,2,27,0,58358,49579,-1
17866,50000,1,2,2,28,0,231955,71644,0
17867,90000,1,2,2,26,1,128189,44616,0
17868,60000,1,1,2,28,0,256561,10312,0
17869,100000,1,2,2,28,1,76503,11000,0
17870,120000,1,1,2,28,0,234776,136298,0
17871,10000,1,2,1,28,0,24486,6404,0
17872,70000,1,2,2,28,1,167809,7100,2
17873,60000,1,1,2,28,0,152016,15000,0
17874,130000,1,1,2,29,0,120000,0,-2
17876,360000,1,1,2,30,0,220232,145402,-1
17877,80000,1,2,2,30,0,118145,79400,-1
17878,20000,1,2,2,27,0,128978,7518,0
17879,50000,1,2,2,28,0,69643,7400,0
17880,80000,1,3,2,27,1,0,0,-2
17881,150000,1,1,1,27,0,1170,780,-2
17882,60000,1,2,2,27,0,171764,8023,0
17883,220000,1,2,2,28,0,360470,35037,0
17884,10000,1,3,2,23,0,48532,5027,0
17885,50000,1,2,2,26,0,229332,9915,0
17886,50000,1,1,2,26,0,296911,12090,0
17887,220000,1,1,2,28,0,135331,10100,0
17888,450000,1,1,2,29,0,7566,7566,-2
17890,500000,1,2,2,29,0,147446,45826,0
17891,170000,1,1,2,28,0,333007,12475,0
17892,100000,1,2,2,29,1,279831,17000,2
17893,60000,1,1,2,29,0,9494,5813,-1
17894,200000,1,1,2,30,0,190733,77518,0
17895,200000,1,2,2,27,1,1108865,56764,0
17896,20000,1,1,2,28,0,46934,9505,2
17897,40000,1,2,2,27,1,269400,8483,0
17898,110000,1,1,2,27,0,570098,29000,0
17899,10000,1,2,1,27,0,59249,4512,0
17900,100000,1,2,2,28,0,207568,9246,0
17901,50000,1,2,2,28,0,104153,0,-2
17902,30000,1,3,2,28,0,41197,7212,-1
17903,30000,1,2,2,28,0,2805,2805,-1
17905,20000,1,3,2,29,1,74113,21500,0
17906,50000,1,2,2,30,0,56430,5000,-2
17907,60000,1,2,2,28,1,357249,34800,0
17908,50000,1,2,2,32,1,15855,7966,-1
17909,130000,1,3,1,34,1,427861,15111,0
17910,20000,1,2,2,25,1,100064,7105,0
17911,100000,1,2,2,28,1,277458,14925,0
17912,20000,1,2,1,38,1,79044,11410,0
17913,150000,1,3,2,44,0,814600,31350,0
17914,70000,1,1,2,33,0,336524,11058,0
17915,250000,1,1,1,40,0,25201,97442,0
17916,50000,1,3,1,32,1,242303,12400,2
17917,90000,1,2,1,34,1,445372,14595,0
17918,90000,1,2,2,32,0,351576,17900,0
17920,240000,1,2,2,25,0,24640,1700,-2
17921,50000,1,2,2,25,1,173728,7575,0
17924,50000,1,3,1,36,1,149042,4612,0
17925,40000,1,2,1,44,1,161861,9600,2
17926,190000,1,2,1,38,0,1155153,48250,0
17928,10000,1,2,1,44,0,53578,4056,0
17929,180000,1,1,2,30,0,135261,142834,-1
17930,230000,1,2,2,31,0,1075635,48836,0
17931,20000,1,2,2,31,0,95426,9200,0
17933,200000,1,1,2,32,0,1109296,44900,0
17934,470000,1,1,2,34,0,222240,90126,0
17935,150000,1,1,3,45,0,354121,8000,0
17936,70000,1,3,1,37,0,419228,16040,0
17937,50000,1,2,2,37,0,247630,12575,0
17938,80000,1,1,2,35,0,354744,105778,0
17939,330000,1,1,1,40,0,1457444,53139,0
17940,140000,1,2,2,33,0,681361,24005,0
17941,70000,1,2,2,44,1,272311,11536,2
17942,280000,1,2,2,32,0,240484,21200,0
17943,150000,1,3,2,30,0,542810,147909,0
17944,80000,1,2,1,35,0,468232,21829,0
17945,120000,1,1,1,42,1,63406,6800,0
17946,50000,1,2,1,45,0,101992,7418,2
17947,230000,1,2,1,43,0,25371,3763,2
17948,160000,1,2,2,36,0,1000,1000,-1
17949,50000,1,3,2,37,0,155978,5118,0
17950,100000,1,3,1,49,0,435687,15380,0
17952,170000,1,2,1,36,0,869638,29369,0
17953,50000,1,2,1,43,0,135519,6119,0
17954,200000,1,3,1,46,0,0,0,-2
17955,200000,1,2,1,39,0,4994,3451,-2
17956,50000,1,3,2,41,0,194822,7167,0
17957,50000,1,3,2,45,0,194766,9885,0
17958,300000,1,2,1,39,0,31563,1655,-2
17959,130000,1,2,2,32,0,309033,70000,0
17961,120000,1,1,2,34,0,120397,10182,0
